id,host_id,host_response_time,host_response_rate,host_acceptance_rate,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,beds,amenities,price,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,Location
734222059846613095,482150006,within an hour,100%,100%,Fortitude Valley,-27.45777,153.03078,Entire rental unit,Entire home/apt,4,2 baths,2.0,"[""Microwave"", ""Elevator"", ""Dishes and silverware"", ""Single level home"", ""Free parking on premises"", ""Hangers"", ""TV"", ""Hair dryer"", ""Dishwasher"", ""Oven"", ""Bed linens"", ""Refrigerator"", ""Patio or balcony"", ""Hot water kettle"", ""Smoke alarm"", ""Dryer"", ""Iron"", ""Shampoo"", ""Gym"", ""Long term stays allowed"", ""Kitchen"", ""Washer"", ""Hot water"", ""Stove"", ""Air conditioning"", ""Wifi"", ""Dedicated workspace"", ""Pool""]",$186.00,27,12,0,2022-11-06,2024-03-15,4.44,4.59,4.33,4.44,4.78,4.74,4.3,1.47,brisbane
734245917340415471,78924442,within an hour,100%,98%,Hamilton (Qld),-27.4396948,153.0696393,Entire rental unit,Entire home/apt,4,2 baths,2.0,"[""Elevator"", ""Free parking on premises"", ""TV"", ""Hair dryer"", ""Paid parking on premises"", ""Pack \u2019n play/Travel crib - available upon request"", ""BBQ grill"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""Outdoor dining area"", ""Exercise equipment"", ""Iron"", ""Exterior security cameras on property"", ""Kitchen"", ""Washer"", ""Cooking basics"", ""Air conditioning"", ""Wifi"", ""River view"", ""Free dryer \u2013 In unit"", ""Pool"", ""Lockbox""]",$149.00,82,50,4,2022-10-24,2024-04-20,4.85,4.88,4.73,4.6,4.94,4.9,4.84,4.36,brisbane
734252640309261751,482150006,within an hour,100%,100%,Fortitude Valley,-27.45761,153.03556,Entire rental unit,Entire home/apt,4,2 baths,2.0,"[""Microwave"", ""Dishes and silverware"", ""Free parking on premises"", ""Hangers"", ""TV"", ""Hair dryer"", ""Dishwasher"", ""Oven"", ""Bed linens"", ""Refrigerator"", ""Patio or balcony"", ""Hot water kettle"", ""Smoke alarm"", ""Dryer"", ""Iron"", ""Essentials"", ""Shampoo"", ""Long term stays allowed"", ""Kitchen"", ""Washer"", ""Hot water"", ""Stove"", ""Air conditioning"", ""Wifi""]",$179.00,27,17,1,2022-11-19,2024-05-06,4.7,4.85,4.62,4.23,4.92,4.73,4.65,1.51,brisbane
734272462514701322,475712739,within a day,80%,100%,Brisbane City,-27.46439,153.0284,Entire serviced apartment,Entire home/apt,4,2 baths,2.0,"[""Microwave"", ""Outdoor furniture"", ""Dishes and silverware"", ""Elevator"", ""Single level home"", ""Cleaning products"", ""Hangers"", ""TV"", ""Hair dryer"", ""Body soap"", ""Dishwasher"", ""Shared pool"", ""Luggage dropoff allowed"", ""Oven"", ""Bed linens"", ""Refrigerator"", ""Patio or balcony"", ""Hot water kettle"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""Clothing storage"", ""Dryer"", ""Outdoor dining area"", ""Shared hot tub"", ""Iron"", ""Toaster"", ""Coffee"", ""Shower gel"", ""Essentials"", ""Shampoo"", ""Long term stays allowed"", ""Paid parking garage on premises \u2013 1 space"", ""Conditioner"", ""Kitchen"", ""Freezer"", ""Washer"", ""Hot water"", ""Stove"", ""Air conditioning"", ""Wifi"", ""Dedicated workspace"", ""Sauna"", ""Wine glasses"", ""Lockbox""]",$283.00,72,50,2,2022-10-20,2024-04-22,4.72,4.81,4.74,4.83,4.79,4.76,4.65,3.8,brisbane
734307057393056248,42632877,within an hour,96%,100%,South Brisbane,-27.47605,153.01465,Entire rental unit,Entire home/apt,4,2 baths,2.0,"[""Lockbox"", ""Shared pool"", ""Dishes and silverware"", ""Refrigerator"", ""Air conditioning"", ""Wifi"", ""Exterior security cameras on property"", ""Patio or balcony"", ""Smoke alarm"", ""Dedicated workspace"", ""Free parking on premises"", ""Kitchen"", ""Self check-in"", ""Washer"", ""TV"", ""Dryer""]",$245.00,60,41,2,2022-11-29,2024-04-23,4.78,4.87,4.85,4.87,4.9,4.95,4.72,3.41,brisbane
734535663860435051,6251770,within an hour,100%,100%,Manly West,-27.46429,153.17412,Entire home,Entire home/apt,6,1 bath,1.0,"[""Fire extinguisher"", ""Microwave"", ""Outdoor furniture"", ""Dishes and silverware"", ""Dining table"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Free parking on premises"", ""Hangers"", ""TV"", ""Private patio or balcony"", ""Hair dryer"", ""Body soap"", ""Dishwasher"", ""Children\u2019s books and toys"", ""Bed linens"", ""Refrigerator"", ""Oven"", ""Free washer \u2013 In unit"", ""Board games"", ""Hot water kettle"", ""Smoke alarm"", ""Self check-in"", ""Clothing storage"", ""Outdoor dining area"", ""Iron"", ""Toaster"", ""Books and reading material"", ""Coffee"", ""Shower gel"", ""Essentials"", ""Coffee maker"", ""Shampoo"", ""Private backyard \u2013 Fully fenced"", ""Conditioner"", ""Kitchen"", ""First aid kit"", ""Freezer"", ""Sound system"", ""Heating - split type ductless system"", ""Hot water"", ""Movie theater"", ""Cooking basics"", ""Stove"", ""Air conditioning"", ""Wifi"", ""Private entrance"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Wine glasses"", ""Pets allowed"", ""Lockbox""]",$186.00,66,44,3,2022-11-21,2024-04-21,4.95,4.91,4.8,4.91,4.98,4.88,4.89,3.69,brisbane
734947881164157265,482165605,within an hour,100%,100%,South Brisbane,-27.47271,153.01702,Entire rental unit,Entire home/apt,5,2 baths,0.0,"[""Microwave"", ""Elevator"", ""Dishes and silverware"", ""Dining table"", ""Cleaning products"", ""Free parking on premises"", ""Hangers"", ""TV"", ""Private patio or balcony"", ""Body soap"", ""Hair dryer"", ""Central air conditioning"", ""Dishwasher"", ""Bathtub"", ""Oven"", ""Bed linens"", ""Refrigerator"", ""Trash compactor"", ""BBQ grill"", ""Hot water kettle"", ""Central heating"", ""Smoke alarm"", ""Self check-in"", ""City skyline view"", ""Outdoor dining area"", ""Iron"", ""Gas stove"", ""Toaster"", ""Coffee"", ""Shower gel"", ""Essentials"", ""Shampoo"", ""Long term stays allowed"", ""Conditioner"", ""Kitchen"", ""Freezer"", ""Washer"", ""Hot water"", ""Wifi"", ""Private entrance"", ""Room-darkening shades"", ""Free dryer \u2013 In unit"", ""Clothing storage: closet and wardrobe"", ""Lockbox""]",$201.00,93,52,3,2022-10-14,2024-04-23,4.84,4.92,4.83,4.73,4.98,4.91,4.8,4.86,brisbane
735001480467115278,97177917,within an hour,100%,99%,South Brisbane,-27.47203,153.01539,Entire rental unit,Entire home/apt,8,2 baths,3.0,"[""Outdoor furniture"", ""Dishes and silverware"", ""Elevator"", ""Mountain view"", ""Carbon monoxide alarm"", ""Single level home"", ""Cleaning products"", ""Free parking on premises"", ""Hangers"", ""Hair dryer"", ""Dishwasher"", ""Wine glasses"", ""Shared pool"", ""Bathtub"", ""Oven"", ""Bed linens"", ""Refrigerator"", ""Luggage dropoff allowed"", ""BBQ grill"", ""Patio or balcony"", ""Hot water kettle"", ""Smoke alarm"", ""Self check-in"", ""City skyline view"", ""Dryer"", ""Outdoor dining area"", ""Iron"", ""Extra pillows and blankets"", ""Toaster"", ""Shower gel"", ""Essentials"", ""Coffee maker"", ""Shampoo"", ""Long term stays allowed"", ""Conditioner"", ""Kitchen"", ""Freezer"", ""Washer"", ""Cooking basics"", ""Stove"", ""Air conditioning"", ""Wifi"", ""Dedicated workspace"", ""River view"", ""TV with standard cable"", ""Clothing storage: closet and wardrobe"", ""Lockbox"", ""EV charger""]",$415.00,70,39,5,2022-11-08,2024-05-06,4.83,4.8,4.71,4.77,4.91,4.87,4.72,3.83,brisbane
735011187104231854,268442175,within an hour,100%,97%,Auchenflower,-27.47072,152.99034,Entire guest suite,Entire home/apt,2,1 bath,1.0,"[""Microwave"", ""Outdoor furniture"", ""Dishes and silverware"", ""Game console: PS4"", ""Free street parking"", ""Laundromat nearby"", ""Induction stove"", ""Cleaning products"", ""Clothing storage: wardrobe"", ""Free parking on premises"", ""Microwave Oven oven"", ""Private patio or balcony"", ""Body soap"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Bed linens"", ""Refrigerator"", ""Ethernet connection"", ""Hot water kettle"", ""Smoke alarm"", ""Self check-in"", ""Iron"", ""Extra pillows and blankets"", ""Safe"", ""Toaster"", ""Coffee"", ""Shower gel"", ""Essentials"", ""Shampoo"", ""Free washer \u2013 In building"", ""Shared pool - available all year"", ""Conditioner"", ""Long term stays allowed"", ""Free dryer \u2013 In building"", ""Kitchen"", ""Sound system"", ""Mini fridge"", ""Heating - split type ductless system"", ""Hot water"", ""Movie theater"", ""Cooking basics"", ""Fire pit"", ""Air conditioning"", ""Wifi"", ""Private entrance"", ""Garden view"", ""Dedicated workspace"", ""Wine glasses"", ""HDTV with Disney+, Netflix, DVD player"", ""Lockbox""]",$114.00,59,42,4,2022-10-23,2024-05-06,4.95,4.93,4.93,4.95,4.95,4.83,4.83,3.13,brisbane
735648068220375932,12006683,within an hour,100%,97%,Fortitude Valley,-27.459544092762695,153.0379320681095,Entire rental unit,Entire home/apt,2,1 bath,1.0,"[""Fire extinguisher"", ""Microwave"", ""AC - split type ductless system"", ""Dishes and silverware"", ""Outdoor furniture"", ""Elevator"", ""Single level home"", ""Cleaning products"", ""Coffee maker: Nespresso"", ""Free parking on premises"", ""Hangers"", ""Private patio or balcony"", ""Body soap"", ""Hair dryer"", ""Dishwasher"", ""Courtyard view"", ""Bed linens"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Central heating"", ""Smoke alarm"", ""Baking sheet"", ""Self check-in"", ""75 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Netflix, Chromecast"", ""Outdoor dining area"", ""Iron"", ""Extra pillows and blankets"", ""Barbecue utensils"", ""Gas stove"", ""Toaster"", ""Keypad"", ""Coffee"", ""Shower gel"", ""Essentials"", ""Portable fans"", ""Shampoo"", ""Private backyard \u2013 Fully fenced"", ""Conditioner"", ""Paid street parking off premises"", ""Kitchen"", ""First aid kit"", ""Freezer"", ""Stainless steel oven"", ""Hot water"", ""Cooking basics"", ""Wifi"", ""Room-darkening shades"", ""Fisher and Paykel refrigerator"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Wine glasses"", ""Clothing storage: closet and wardrobe""]",$187.00,48,31,1,2022-10-26,2024-04-28,4.85,4.9,4.85,4.96,4.92,4.98,4.79,2.56,brisbane
735685658791788266,30558520,within an hour,94%,93%,Moreton Island,-27.180641135054984,153.3757413129669,Entire home,Entire home/apt,16,5 baths,11.0,"[""Wine glasses"", ""Microwave"", ""Stove"", ""Bathtub"", ""Dishes and silverware"", ""Toaster"", ""Refrigerator"", ""Dining table"", ""BBQ grill"", ""Patio or balcony"", ""Smoke alarm"", ""Pool table"", ""Coffee maker: Nespresso"", ""Kitchen"", ""Crib"", ""Stainless steel oven"", ""Washer"", ""TV"", ""Dishwasher""]",$617.00,8,5,0,2023-02-26,2024-04-01,4.5,4.38,4.75,5.0,4.63,4.63,4.0,0.55,brisbane
735884908665253725,483257305,within an hour,100%,98%,Spring Hill,-27.4624365,153.0306249,Entire rental unit,Entire home/apt,2,1 bath,1.0,"[""Microwave"", ""AC - split type ductless system"", ""Dishes and silverware"", ""Dining table"", ""Elevator"", ""Carbon monoxide alarm"", ""65 inch HDTV"", ""Gym in building"", ""Cleaning products"", ""Hangers"", ""Hair dryer"", ""Body soap"", ""Dishwasher"", ""Oven"", ""Bed linens"", ""Refrigerator"", ""Board games"", ""Hot water kettle"", ""Rice maker"", ""Smoke alarm"", ""Self check-in"", ""Iron"", ""Toaster"", ""Bosch electric stove"", ""Coffee"", ""Shower gel"", ""Essentials"", ""Shampoo"", ""Conditioner"", ""Kitchen"", ""Freezer"", ""Washer"", ""Heating - split type ductless system"", ""Hot water"", ""Cooking basics"", ""Wifi"", ""Blender"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Wine glasses"", ""Lockbox""]",$136.00,95,58,3,2022-10-16,2024-04-22,4.84,4.88,4.85,4.96,4.93,4.83,4.75,4.98,brisbane
736469796840979168,354152724,within a few hours,100%,98%,Highgate Hill,-27.48860367032258,153.019327761377,Entire rental unit,Entire home/apt,4,1 bath,2.0,"[""Microwave"", ""Outdoor furniture"", ""Dishes and silverware"", ""Dining table"", ""Free street parking"", ""Laundromat nearby"", ""Cleaning products"", ""Hangers"", ""Private patio or balcony"", ""Body soap"", ""55 inch TV with standard cable"", ""Hair dryer"", ""Electric stove"", ""Luggage dropoff allowed"", ""Oven"", ""Bed linens"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Baking sheet"", ""Smoke alarm"", ""Free carport on premises \u2013 1 space"", ""Self check-in"", ""City skyline view"", ""Iron"", ""Extra pillows and blankets"", ""Toaster"", ""Books and reading material"", ""Coffee"", ""Shower gel"", ""Essentials"", ""Portable fans"", ""Shampoo"", ""Coffee maker"", ""Long term stays allowed"", ""Conditioner"", ""Kitchen"", ""Freezer"", ""Clothing storage: closet"", ""Hot water"", ""Cooking basics"", ""Air conditioning"", ""Wifi"", ""Private entrance"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Wine glasses"", ""Lockbox""]",$113.00,46,34,0,2022-12-03,2024-03-09,4.78,4.8,4.8,4.76,4.96,4.57,4.65,2.63,brisbane
736961879342810078,464306667,within an hour,100%,98%,Brisbane City,-27.4705056,153.0219312,Entire rental unit,Entire home/apt,4,2 baths,2.0,"[""Microwave"", ""Private gym in building"", ""AC - split type ductless system"", ""Dishes and silverware"", ""Elevator"", ""Carbon monoxide alarm"", ""Shared indoor pool - available all year, open specific hours, heated"", ""Portable air conditioning"", ""Private patio or balcony"", ""Hair dryer"", ""Central air conditioning"", ""Dishwasher"", ""Oven"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Miele gas stove"", ""Hot water kettle"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""City skyline view"", ""Outdoor dining area"", ""Essentials"", ""Shampoo"", ""Long term stays allowed"", ""Kitchen"", ""First aid kit"", ""Hot water"", ""Cooking basics"", ""Wifi"", ""Window AC unit"", ""River view"", ""Free dryer \u2013 In unit"", ""TV with standard cable"", ""Lockbox""]",$230.00,18,13,0,2022-10-23,2024-03-26,4.89,4.89,4.72,4.56,4.78,5.0,4.78,0.96,brisbane
737292705651259870,3384506,within an hour,100%,97%,Newstead - Bowen Hills,-27.45455,153.04994,Entire rental unit,Entire home/apt,6,2 baths,4.0,"[""Sun loungers"", ""Microwave"", ""AC - split type ductless system"", ""Dishes and silverware"", ""Dining table"", ""Outdoor furniture"", ""Cleaning products"", ""Coffee maker: Nespresso"", ""Free parking on premises"", ""Hangers"", ""Clothing storage: walk-in closet and wardrobe"", ""Private patio or balcony"", ""Hair dryer"", ""Dishwasher"", ""Children\u2019s books and toys"", ""Bed linens"", ""Refrigerator"", ""Oven"", ""Free washer \u2013 In unit"", ""Pack \u2019n play/Travel crib - available upon request"", ""Hot water kettle"", ""Baking sheet"", ""Smoke alarm"", ""Self check-in"", ""Smeg stainless steel gas stove"", ""Outdoor dining area"", ""Iron"", ""Toaster"", ""Books and reading material"", ""Coffee"", ""Shower gel"", ""Essentials"", ""Exterior security cameras on property"", ""Shampoo"", ""Long term stays allowed"", ""Conditioner"", ""Kitchen"", ""First aid kit"", ""Freezer"", ""Shared outdoor pool - available all year, open specific hours"", ""Heating - split type ductless system"", ""Hot water"", ""65 inch HDTV with Amazon Prime Video, Disney+, Netflix"", ""Cooking basics"", ""Wifi"", ""Private entrance"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Standalone high chair - available upon request"", ""River view"", ""Free dryer \u2013 In unit"", ""Wine glasses"", ""Lockbox""]",$489.00,24,23,3,2023-04-19,2024-05-07,4.96,5.0,4.91,4.96,5.0,5.0,4.87,1.86,brisbane
737928992028300126,121258168,within an hour,100%,97%,New Farm,-27.45993,153.03897,Entire rental unit,Entire home/apt,2,1 bath,1.0,"[""Fast wifi \u2013 93 Mbps"", ""Dishes and silverware"", ""Cleaning products"", ""Free parking on premises"", ""Hangers"", ""Private patio or balcony"", ""Hair dryer"", ""Central air conditioning"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""Glow Lab  body soap"", ""Iron"", ""Keypad"", ""Smoking allowed"", ""Coffee maker"", ""Essentials"", ""Kitchen"", ""Cooking basics"", ""Drying rack for clothing"", ""75 inch HDTV with Chromecast"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Glow Lab shampoo""]",$185.00,60,26,0,2022-10-30,2023-12-17,4.98,5.0,4.9,4.95,5.0,4.95,4.92,3.23,brisbane
738623553409960234,444959959,within an hour,100%,100%,Paddington - Milton,-27.45551404626089,152.9905914142728,Entire vacation home,Entire home/apt,2,1 bath,1.0,"[""Microwave"", ""Electric stove"", ""AC - split type ductless system"", ""Dishes and silverware"", ""Bed linens"", ""Refrigerator"", ""Coffee maker"", ""Private backyard \u2013 Fully fenced"", ""Free street parking"", ""Smoke alarm"", ""Stainless steel single oven"", ""Kitchen"", ""Heating"", ""Clothing storage"", ""Wine glasses"", ""Self check-in"", ""Private patio or balcony"", ""Lockbox"", ""Outdoor dining area""]",$160.00,40,9,0,2022-10-30,2024-03-05,4.78,4.78,4.78,4.85,4.95,4.9,4.7,2.15,brisbane
738654260342434923,480075246,within an hour,100%,100%,Deagon,-27.33355,153.05497,Private room in home,Private room,1,1 shared bath,1.0,"[""Lock on bedroom door"", ""Fire extinguisher"", ""Microwave"", ""Dishes and silverware"", ""Dining table"", ""Laundromat nearby"", ""Hangers"", ""Hair dryer"", ""Dishwasher"", ""Oven"", ""Bed linens"", ""Refrigerator"", ""Hot water kettle"", ""Smoke alarm"", ""Clothing storage"", ""Iron"", ""Gas stove"", ""Portable fans"", ""Private backyard \u2013 Fully fenced"", ""Kitchen"", ""Freezer"", ""Washer"", ""Hot water"", ""Cooking basics"", ""Wifi"", ""Host greets you""]",$55.00,24,13,0,2022-11-06,2024-04-07,4.92,4.83,4.92,4.92,4.92,4.75,4.96,1.31,brisbane
738793175374737619,480075246,within an hour,100%,100%,Deagon,-27.33248,153.05653,Private room in home,Private room,1,1 shared bath,1.0,"[""Lock on bedroom door"", ""Fire extinguisher"", ""Microwave"", ""Outdoor furniture"", ""Dishes and silverware"", ""Dining table"", ""Laundromat nearby"", ""Free parking on premises"", ""Hangers"", ""TV"", ""Hair dryer"", ""Dishwasher"", ""Oven"", ""Bed linens"", ""Refrigerator"", ""Hot water kettle"", ""Smoke alarm"", ""Clothing storage"", ""Outdoor dining area"", ""Iron"", ""Extra pillows and blankets"", ""Gas stove"", ""Toaster"", ""Essentials"", ""Private backyard \u2013 Fully fenced"", ""Kitchen"", ""Freezer"", ""Washer"", ""Indoor fireplace"", ""Hot water"", ""Ceiling fan"", ""Wifi"", ""Outdoor shower"", ""Drying rack for clothing"", ""Host greets you"", ""Wine glasses""]",$55.00,23,9,2,2022-10-23,2024-05-05,4.96,4.95,4.95,5.0,5.0,4.86,4.95,1.22,brisbane
740063214138675817,78924442,within an hour,100%,98%,Auchenflower,-27.46935,152.99267,Entire home,Entire home/apt,8,3.5 baths,4.0,"[""Outdoor furniture"", ""Dishes and silverware"", ""Dining table"", ""Free parking on premises"", ""Hangers"", ""Folding or convertible high chair - available upon request"", ""TV"", ""Clothing storage: walk-in closet and wardrobe"", ""Private patio or balcony"", ""Body soap"", ""Hair dryer"", ""Dishwasher"", ""Bathtub"", ""Bed linens"", ""Refrigerator"", ""Pack \u2019n play/Travel crib - available upon request"", ""Hot water kettle"", ""Smoke alarm"", ""Self check-in"", ""City skyline view"", ""Outdoor dining area"", ""Iron"", ""Stainless steel gas stove"", ""Toaster"", ""Coffee"", ""Shower gel"", ""Essentials"", ""Coffee maker"", ""Shampoo"", ""Long term stays allowed"", ""Conditioner"", ""Kitchen"", ""Freezer"", ""Washer"", ""Mini fridge"", ""Stainless steel oven"", ""Heating - split type ductless system"", ""Hot water"", ""Ceiling fan"", ""Cooking basics"", ""Air conditioning"", ""Wifi"", ""Private entrance"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Wine glasses"", ""Crib - available upon request"", ""Lockbox""]",$373.00,15,10,0,2022-11-13,2024-02-16,4.8,4.87,4.87,4.93,4.93,5.0,4.53,0.83,brisbane
740284036578693579,1482655,within an hour,100%,100%,Hendra,-27.42131,153.07371,Entire home,Entire home/apt,12,2.5 baths,8.0,"[""Microwave"", ""Pack \u2019n play/Travel crib"", ""Outdoor furniture"", ""Dishes and silverware"", ""Private pool"", ""Carbon monoxide alarm"", ""Free street parking"", ""Free parking on premises"", ""Hangers"", ""Private patio or balcony"", ""Hair dryer"", ""Dishwasher"", ""Bathtub"", ""Children\u2019s books and toys"", ""Bed linens"", ""Refrigerator"", ""Oven"", ""Luggage dropoff allowed"", ""BBQ grill"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""Dryer"", ""Iron"", ""Extra pillows and blankets"", ""Shower gel"", ""Essentials"", ""Coffee maker"", ""Shampoo"", ""Long term stays allowed"", ""Kitchen"", ""Crib"", ""First aid kit"", ""High chair"", ""Washer"", ""Hot tub"", ""Hot water"", ""Cooking basics"", ""Game console"", ""Stove"", ""Fire pit"", ""Air conditioning"", ""Wifi"", ""Private entrance"", ""Backyard"", ""Dedicated workspace"", ""TV with standard cable"", ""Lockbox""]","$1,496.00",4,4,0,2023-07-23,2023-10-28,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0.41,brisbane
741051781673265993,292993420,within an hour,100%,88%,South Brisbane,-27.4730751,153.0161835,Entire rental unit,Entire home/apt,2,1 bath,0.0,"[""Sun loungers"", ""Microwave"", ""Outdoor furniture"", ""Dishes and silverware"", ""Dining table"", ""Elevator"", ""Single level home"", ""Cleaning products"", ""Clothing storage: wardrobe"", ""Free parking on premises"", ""Hangers"", ""Shared outdoor pool - available all year, open specific hours, infinity, rooftop"", ""Private patio or balcony"", ""Hair dryer"", ""Central air conditioning"", ""Dishwasher"", ""Oven"", ""Bed linens"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""BBQ grill"", ""Ethernet connection"", ""Hot water kettle"", ""Central heating"", ""Smoke alarm"", ""Baking sheet"", ""City skyline view"", ""Outdoor dining area"", ""Iron"", ""Extra pillows and blankets"", ""Stainless steel gas stove"", ""Toaster"", ""Coffee"", ""Smoking allowed"", ""Shower gel"", ""Essentials"", ""Coffee maker"", ""Shampoo"", ""Long term stays allowed"", ""Conditioner"", ""Paid street parking off premises"", ""Kitchen"", ""Freezer"", ""55 inch HDTV with Netflix"", ""Hot water"", ""Cooking basics"", ""Wifi"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Dedicated workspace"", ""River view"", ""Free dryer \u2013 In unit"", ""Wine glasses""]",$184.00,28,19,2,2022-10-31,2024-04-21,4.93,4.89,4.82,4.86,4.93,4.93,4.86,1.51,brisbane
741626032709834762,484338226,within an hour,100%,94%,Algester,-27.61178,153.0281,Entire home,Entire home/apt,6,1 bath,0.0,"[""Microwave"", ""AC - split type ductless system"", ""Dishes and silverware"", ""Dining table"", ""Free street parking"", ""Cleaning products"", ""Coffee maker: Nespresso"", ""Free parking on premises"", ""Hangers"", ""TV"", ""Body soap"", ""Hair dryer"", ""Electric stove"", ""Luggage dropoff allowed"", ""Oven"", ""Bed linens"", ""Refrigerator"", ""Bread maker"", ""Free washer \u2013 In unit"", ""BBQ grill"", ""Hot water kettle"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""Iron"", ""Extra pillows and blankets"", ""Toaster"", ""Coffee"", ""Shower gel"", ""Essentials"", ""Private backyard \u2013 Fully fenced"", ""Shampoo"", ""Long term stays allowed"", ""Conditioner"", ""Kitchen"", ""Clothing storage: closet"", ""Hot water"", ""Ceiling fan"", ""Cooking basics"", ""Wifi"", ""Private entrance"", ""Garden view"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Barbecue utensils"", ""Wine glasses"", ""Pets allowed"", ""Lockbox""]",$225.00,18,9,2,2023-01-15,2024-04-22,4.67,4.72,4.56,4.83,4.78,4.72,4.44,1.12,brisbane
741649613440316015,1632747,within an hour,100%,100%,Paddington - Milton,-27.46206,152.99436,Entire rental unit,Entire home/apt,4,2 baths,2.0,"[""Microwave"", ""Pack \u2019n play/Travel crib"", ""AC - split type ductless system"", ""Dishes and silverware"", ""Dining table"", ""Outdoor furniture"", ""Free street parking"", ""Single level home"", ""Induction stove"", ""Cleaning products"", ""Clothing storage: wardrobe"", ""Free parking on premises"", ""Hangers"", ""Children\u2019s dinnerware"", ""Private patio or balcony"", ""Hair dryer"", ""Dishwasher"", ""Courtyard view"", ""Bathtub"", ""Children\u2019s books and toys"", ""Bed linens"", ""Refrigerator"", ""Aveda shampoo"", ""Free washer \u2013 In unit"", ""Board games"", ""Hot water kettle"", ""Baking sheet"", ""Smoke alarm"", ""Self check-in"", ""Outdoor dining area"", ""Iron"", ""Extra pillows and blankets"", ""55 inch HDTV with Apple TV, Disney+, Netflix"", ""Natio + Glowlab body soap"", ""Toaster"", ""Books and reading material"", ""Coffee"", ""Shower gel"", ""Essentials"", ""Private backyard \u2013 Fully fenced"", ""Long term stays allowed"", ""Stainless steel single oven"", ""Kitchen"", ""Crib"", ""Freezer"", ""High chair"", ""Aveda conditioner"", ""Heating - split type ductless system"", ""Hot water"", ""Ceiling fan"", ""Cooking basics"", ""Wifi"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Wine glasses"", ""Pets allowed"", ""Lockbox""]",$217.00,36,36,3,2023-05-23,2024-04-20,4.94,4.92,4.94,5.0,5.0,4.94,4.86,3.06,brisbane
741663867411725058,69757819,within an hour,100%,100%,South Brisbane,-27.47361658878132,153.01388651904907,Entire rental unit,Entire home/apt,5,1 bath,3.0,"[""Fire extinguisher"", ""Sun loungers"", ""Microwave"", ""Outdoor furniture"", ""Dining table"", ""Elevator"", ""Free street parking"", ""Shared outdoor kitchen"", ""Single level home"", ""Cleaning products"", ""Free parking on premises"", ""Hangers"", ""TV"", ""Paid parking off premises"", ""Body soap"", ""Hair dryer"", ""Dishwasher"", ""Shared pool"", ""Oven"", ""Bed linens"", ""Refrigerator"", ""Pack \u2019n play/Travel crib - available upon request"", ""BBQ grill"", ""Patio or balcony"", ""Hot water kettle"", ""Rice maker"", ""Smoke alarm"", ""Self check-in"", ""City skyline view"", ""Clothing storage"", ""Heating"", ""Dryer"", ""Exercise equipment"", ""Shared hot tub"", ""Iron"", ""Extra pillows and blankets"", ""Toaster"", ""Shower gel"", ""Essentials"", ""Exterior security cameras on property"", ""Shampoo"", ""Gym"", ""Long term stays allowed"", ""Conditioner"", ""Kitchen"", ""Freezer"", ""Washer"", ""Crib - always at the listing"", ""Hot water"", ""Children's playroom"", ""Ceiling fan"", ""Movie theater"", ""Cooking basics"", ""Stove"", ""Air conditioning"", ""Wifi"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Sauna"", ""Wine glasses"", ""Lockbox"", ""Standalone high chair""]",$225.00,68,44,2,2022-12-08,2024-04-27,4.76,4.68,4.72,4.65,4.79,4.88,4.76,3.93,brisbane
