id,host_id,host_response_time,host_response_rate,host_acceptance_rate,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,beds,amenities,price,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,Location
46230178,30437159,within an hour,100%,73%,Wilston,-27.43607,153.02294,Private room in home,Private room,2,1 bath,1.0,"[""Lock on bedroom door"", ""Outdoor furniture"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Free street parking"", ""TV"", ""Body soap"", ""Shared pool"", ""Luggage dropoff allowed"", ""Bed linens"", ""Smart lock"", ""BBQ grill"", ""Patio or balcony"", ""Self check-in"", ""Heating"", ""Iron"", ""Extra pillows and blankets"", ""Essentials"", ""Kitchen"", ""Washer"", ""Hot water"", ""Cooking basics"", ""Stove"", ""Air conditioning"", ""Wifi"", ""Backyard""]",$111.00,18,7,0,2020-11-08,2024-01-02,4.94,5.0,4.94,5.0,5.0,4.89,4.94,0.42,brisbane
46357813,375196984,within an hour,100%,100%,Clayfield,-27.41679,153.05747,Room in hotel,Private room,2,1 private bath,1.0,"[""Fire extinguisher"", ""Dryer \u2013 In building"", ""Microwave"", ""Free parking on premises"", ""Hangers"", ""TV"", ""Hair dryer"", ""Body soap"", ""Bed linens"", ""Washer \u2013\u00a0In building"", ""Smoke alarm"", ""Heating"", ""Iron"", ""Shower gel"", ""Essentials"", ""Shampoo"", ""Conditioner"", ""Air conditioning"", ""Wifi"", ""Private entrance"", ""Host greets you"", ""Pool""]",$187.00,38,14,0,2020-12-12,2023-10-22,4.45,4.66,4.47,4.74,4.63,4.53,4.55,0.92,brisbane
46403416,223468234,within an hour,100%,98%,South Brisbane,-27.47408,153.01454,Entire rental unit,Entire home/apt,4,2 baths,2.0,"[""Microwave"", ""Elevator"", ""Dishes and silverware"", ""Dining table"", ""Single level home"", ""Clothing storage: wardrobe"", ""Hangers"", ""Private patio or balcony"", ""HDTV with standard cable"", ""Hair dryer"", ""Body soap"", ""Central air conditioning"", ""Dishwasher"", ""Free residential garage on premises \u2013 1 space"", ""Bed linens"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Central heating"", ""Smoke alarm"", ""Self check-in"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Shared hot tub"", ""Window guards"", ""Iron"", ""Stainless steel gas stove"", ""Toaster"", ""Shared outdoor pool"", ""Shower gel"", ""Essentials"", ""Shampoo"", ""Long term stays allowed"", ""Conditioner"", ""Paid street parking off premises"", ""Kitchen"", ""Freezer"", ""BBQ grill: electric"", ""Stainless steel oven"", ""Hot water"", ""Free resort access"", ""Ceiling fan"", ""Shared sauna"", ""Wifi"", ""Shared gym in building"", ""Free dryer \u2013 In unit"", ""Wine glasses"", ""Lockbox""]",$142.00,228,66,5,2020-11-28,2024-05-07,4.66,4.76,4.62,4.46,4.79,4.87,4.71,5.43,brisbane
46406927,7174807,within a few hours,100%,100%,Moorooka,-27.53014,153.02935,Private room in home,Private room,2,1 private bath,1.0,"[""Lock on bedroom door"", ""Microwave"", ""Outdoor furniture"", ""Dishes and silverware"", ""Free street parking"", ""Laundromat nearby"", ""Hangers"", ""Paid dryer"", ""Bathtub"", ""Bed linens"", ""Hot water kettle"", ""Smoke alarm"", ""Self check-in"", ""Extra pillows and blankets"", ""Toaster"", ""Shower gel"", ""Essentials"", ""Portable fans"", ""Shampoo"", ""Long term stays allowed"", ""Paid washer"", ""Mini fridge"", ""Clothing storage: closet"", ""Hot water"", ""Wifi"", ""Outdoor shower"", ""Drying rack for clothing"", ""Wine glasses"", ""Shared backyard"", ""Lockbox""]",$80.00,34,10,1,2022-01-18,2024-04-12,4.88,4.97,5.0,5.0,5.0,4.88,4.85,1.21,brisbane
46420637,64692437,within an hour,100%,77%,Nundah,-27.396,153.06451,Entire townhouse,Entire home/apt,6,1.5 baths,3.0,"[""Microwave"", ""Outdoor furniture"", ""Dishes and silverware"", ""Dining table"", ""Cleaning products"", ""Hangers"", ""TV"", ""Private patio or balcony"", ""Hair dryer"", ""Body soap"", ""Dishwasher"", ""Free parking garage on premises \u2013 1 space"", ""Courtyard view"", ""Bathtub"", ""Bed linens"", ""Refrigerator"", ""BBQ grill"", ""Hot water kettle"", ""Baking sheet"", ""Smoke alarm"", ""Heating"", ""Clothing storage"", ""Outdoor dining area"", ""Iron"", ""Toaster"", ""Coffee"", ""Shower gel"", ""Essentials"", ""Coffee maker"", ""Private backyard \u2013 Fully fenced"", ""Kitchen"", ""First aid kit"", ""Freezer"", ""Washer"", ""Sound system"", ""Stainless steel oven"", ""Hot water"", ""Ceiling fan"", ""Cooking basics"", ""Stove"", ""Air conditioning"", ""Wifi"", ""Private entrance"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Barbecue utensils"", ""Wine glasses""]",$198.00,7,6,2,2021-01-06,2024-04-29,4.86,4.86,4.86,4.86,4.86,4.86,4.71,0.17,brisbane
46450654,78924442,within an hour,100%,98%,South Brisbane,-27.47769,153.01603,Entire rental unit,Entire home/apt,8,2 baths,4.0,"[""Microwave"", ""Elevator"", ""Dishes and silverware"", ""Single level home"", ""Free parking on premises"", ""Hangers"", ""TV"", ""Paid parking off premises"", ""Hair dryer"", ""Body soap"", ""Dishwasher"", ""Oven"", ""Bed linens"", ""Refrigerator"", ""Pack \u2019n play/Travel crib - available upon request"", ""BBQ grill"", ""Patio or balcony"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""Dryer"", ""Iron"", ""Extra pillows and blankets"", ""Smoking allowed"", ""Shower gel"", ""Essentials"", ""Shampoo"", ""Long term stays allowed"", ""Conditioner"", ""Kitchen"", ""Freezer"", ""High chair"", ""Washer"", ""Hot water"", ""Ceiling fan"", ""Cooking basics"", ""Stove"", ""Air conditioning"", ""Wifi"", ""Private entrance"", ""Lockbox""]",$189.00,222,43,2,2020-11-22,2024-04-25,4.82,4.87,4.67,4.84,4.93,4.94,4.84,5.26,brisbane
46454376,16432786,within a few hours,100%,93%,Wynnum West - Hemmant,-27.44626,153.15313,Entire guest suite,Entire home/apt,2,1 bath,1.0,"[""Microwave"", ""Pack \u2019n play/Travel crib"", ""Dishes and silverware"", ""Free street parking"", ""Cleaning products"", ""Baby monitor"", ""Free parking on premises"", ""Hangers"", ""Children\u2019s dinnerware"", ""TV"", ""Body soap"", ""Luggage dropoff allowed"", ""Children\u2019s books and toys"", ""Bed linens"", ""Refrigerator"", ""Patio or balcony"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""Iron"", ""Extra pillows and blankets"", ""Shower gel"", ""Essentials"", ""Coffee maker"", ""Shampoo"", ""Long term stays allowed"", ""Conditioner"", ""Kitchen"", ""Crib"", ""First aid kit"", ""High chair"", ""Mini fridge"", ""Hot water"", ""Ceiling fan"", ""Cooking basics"", ""Stove"", ""Wifi"", ""Private entrance"", ""Room-darkening shades"", ""Lockbox""]",$82.00,80,14,0,2020-12-01,2024-03-08,4.66,4.8,4.73,4.91,4.8,4.81,4.65,1.91,brisbane
46456957,3384506,within an hour,100%,97%,Fortitude Valley,-27.46087,153.0363,Entire rental unit,Entire home/apt,2,1 bath,1.0,"[""Pack \u2019n play/Travel crib"", ""AC - split type ductless system"", ""Dishes and silverware"", ""40 inch HDTV with Netflix"", ""Free parking on premises"", ""Hangers"", ""Hair dryer"", ""Courtyard view"", ""Shared gym nearby"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Patio or balcony"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""City skyline view"", ""Dryer"", ""Outdoor dining area"", ""Shared hot tub"", ""Iron"", ""Essentials"", ""Exterior security cameras on property"", ""Shampoo"", ""Kitchen"", ""First aid kit"", ""High chair"", ""Cooking basics"", ""Wifi"", ""Lockbox""]",$196.00,61,14,0,2020-12-06,2024-03-24,4.8,4.85,4.79,4.8,4.98,4.97,4.7,1.46,brisbane
46457313,22664598,within an hour,100%,100%,Woolloongabba,-27.48795,153.0357,Entire rental unit,Entire home/apt,2,1.5 baths,1.0,"[""Fire extinguisher"", ""Microwave"", ""Elevator"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Single level home"", ""Laundromat nearby"", ""Cleaning products"", ""Clothing storage: wardrobe"", ""Hangers"", ""TV"", ""Hair dryer"", ""Courtyard view"", ""Electric stove"", ""Bed linens"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Smoke alarm"", ""Cleaning available during stay"", ""Self check-in"", ""Heating"", ""Iron"", ""Extra pillows and blankets"", ""Toaster"", ""Coffee"", ""Essentials"", ""Exterior security cameras on property"", ""Gym"", ""Long term stays allowed"", ""Shared pool - available all year"", ""Kitchen"", ""Freezer"", ""Mini fridge"", ""Hot water"", ""Resort access"", ""Cooking basics"", ""Shared sauna"", ""Air conditioning"", ""Wifi"", ""Private entrance"", ""Blender"", ""Drying rack for clothing"", ""Exercise equipment: free weights, treadmill"", ""Free dryer \u2013 In unit"", ""Wine glasses"", ""Lockbox""]",$120.00,65,27,2,2020-11-20,2024-04-18,4.8,4.8,4.83,4.83,4.91,4.91,4.74,1.54,brisbane
46626546,331440566,within an hour,100%,96%,South Brisbane,-27.474201,153.015762,Entire rental unit,Entire home/apt,4,1 bath,2.0,"[""Microwave"", ""Outdoor furniture"", ""Dishes and silverware"", ""Dining table"", ""Elevator"", ""Single level home"", ""Cleaning products"", ""Clothing storage: wardrobe"", ""Hangers"", ""Private patio or balcony"", ""Hair dryer"", ""Body soap"", ""Central air conditioning"", ""Dishwasher"", ""Free residential garage on premises \u2013 1 space"", ""50 inch HDTV with Netflix"", ""Oven"", ""Bed linens"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Board games"", ""BBQ grill"", ""Hot water kettle"", ""Central heating"", ""Smoke alarm"", ""Self check-in"", ""Outdoor dining area"", ""Shared hot tub"", ""Iron"", ""Extra pillows and blankets"", ""Gas stove"", ""Toaster"", ""Books and reading material"", ""Shared outdoor pool"", ""Shower gel"", ""Essentials"", ""Shampoo"", ""Conditioner"", ""Kitchen"", ""Freezer"", ""Hot water"", ""Free resort access"", ""Cooking basics"", ""Wifi"", ""Private entrance"", ""Room-darkening shades"", ""Dedicated workspace"", ""Shared gym in building"", ""Free dryer \u2013 In unit"", ""Wine glasses"", ""Lockbox""]",$152.00,357,100,7,2020-11-29,2024-05-06,4.92,4.92,4.91,4.86,4.98,4.94,4.86,8.51,brisbane
46684906,317595011,within a few hours,90%,99%,Mount Gravatt,-27.53558,153.09265,Entire guesthouse,Entire home/apt,4,1 bath,2.0,"[""Hot water"", ""Iron"", ""First aid kit"", ""Air conditioning"", ""Wifi"", ""Essentials"", ""Heating"", ""Private entrance"", ""Patio or balcony"", ""Free street parking"", ""Smoke alarm"", ""Backyard"", ""Dedicated workspace"", ""Free parking on premises"", ""Kitchen"", ""Hangers"", ""Washer"", ""TV"", ""Dryer""]",$100.00,44,41,4,2020-12-13,2024-05-05,4.75,4.77,4.84,4.82,4.82,4.77,4.66,1.06,brisbane
46741945,98750970,within an hour,100%,100%,South Brisbane,-27.48153305053711,153.02328491210938,Entire rental unit,Entire home/apt,6,2 baths,3.0,"[""Fire extinguisher"", ""Sun loungers"", ""Microwave"", ""Pack \u2019n play/Travel crib"", ""Outdoor furniture"", ""Dishes and silverware"", ""Dining table"", ""Shared BBQ grill"", ""Elevator"", ""Beach essentials"", ""Cleaning products"", ""Clothing storage: wardrobe"", ""Free parking on premises"", ""Hangers"", ""TV"", ""Hair dryer"", ""Dishwasher"", ""Oven"", ""Bed linens"", ""Refrigerator"", ""Patio or balcony"", ""Hot water kettle"", ""Baking sheet"", ""Smoke alarm"", ""Baby bath"", ""Heating"", ""Dryer"", ""Outdoor dining area"", ""Iron"", ""Extra pillows and blankets"", ""Toaster"", ""Shower gel"", ""Essentials"", ""Coffee maker"", ""Shampoo"", ""Gym"", ""Long term stays allowed"", ""Conditioner"", ""Kitchen"", ""Crib"", ""First aid kit"", ""High chair"", ""Washer"", ""Freezer"", ""Hot water"", ""Ceiling fan"", ""Shared outdoor pool - heated, lap pool"", ""Cooking basics"", ""Stove"", ""Shared sauna"", ""Air conditioning"", ""Wifi"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Barbecue utensils"", ""Wine glasses""]",$240.00,83,12,2,2021-02-07,2024-05-02,4.77,4.88,4.66,4.47,4.87,5.0,4.75,2.1,brisbane
46841255,93271399,within an hour,100%,96%,Fortitude Valley,-27.46162,153.03201,Entire rental unit,Entire home/apt,10,2 baths,5.0,"[""Fire extinguisher"", ""Microwave"", ""Pack \u2019n play/Travel crib"", ""Babysitter recommendations"", ""Dishes and silverware"", ""Single level home"", ""Free parking on premises"", ""Hangers"", ""Children\u2019s dinnerware"", ""TV"", ""Private patio or balcony"", ""Hair dryer"", ""Central air conditioning"", ""Dishwasher"", ""Paid parking off premises"", ""Bathtub"", ""Children\u2019s books and toys"", ""Bed linens"", ""Refrigerator"", ""Oven"", ""Free washer \u2013 In unit"", ""Fast wifi \u2013 52 Mbps"", ""BBQ grill"", ""Breakfast"", ""Smoke alarm"", ""Self check-in"", ""City skyline view"", ""Heating"", ""Shared hot tub"", ""Iron"", ""Extra pillows and blankets"", ""Stainless steel gas stove"", ""Coffee maker"", ""Essentials"", ""Shampoo"", ""Long term stays allowed"", ""Kitchen"", ""Crib"", ""First aid kit"", ""High chair"", ""Shared outdoor pool - available all year, open specific hours"", ""Hot water"", ""Cooking basics"", ""Room-darkening shades"", ""Dedicated workspace"", ""Shared gym in building"", ""River view"", ""Free dryer \u2013 In unit"", ""Lockbox""]",$281.00,166,33,2,2020-12-17,2024-04-22,4.75,4.86,4.71,4.71,4.87,4.92,4.66,4.02,brisbane
46899762,78924442,within an hour,100%,98%,Fortitude Valley,-27.45663,153.03314,Entire rental unit,Entire home/apt,6,1 bath,3.0,"[""Microwave"", ""Dishes and silverware"", ""Free parking on premises"", ""Hangers"", ""TV"", ""Hair dryer"", ""Dishwasher"", ""Oven"", ""Bed linens"", ""Refrigerator"", ""Pack \u2019n play/Travel crib - available upon request"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""Dryer"", ""Iron"", ""Shower gel"", ""Essentials"", ""Shampoo"", ""Gym"", ""Kitchen"", ""High chair"", ""Washer"", ""Hot tub"", ""Hot water"", ""Cooking basics"", ""Stove"", ""Air conditioning"", ""Wifi"", ""Private entrance"", ""Dedicated workspace"", ""Pool"", ""Lockbox""]",$148.00,189,45,1,2020-12-11,2024-04-14,4.67,4.74,4.65,4.59,4.89,4.66,4.7,4.55,brisbane
46929121,3384506,within an hour,100%,97%,New Farm,-27.46159,153.04091,Entire rental unit,Entire home/apt,2,1 bath,1.0,"[""Microwave"", ""Pack \u2019n play/Travel crib"", ""AC - split type ductless system"", ""Dishes and silverware"", ""Dining table"", ""Outdoor furniture"", ""Laundromat nearby"", ""Cleaning products"", ""Clothing storage: wardrobe"", ""Free parking on premises"", ""Hangers"", ""Private patio or balcony"", ""Hair dryer"", ""Body soap"", ""Dishwasher"", ""50 inch HDTV with Netflix"", ""Oven"", ""Bed linens"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Baking sheet"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""Outdoor dining area"", ""Iron"", ""Toaster"", ""Coffee"", ""Shower gel"", ""Essentials"", ""Exterior security cameras on property"", ""Shampoo"", ""Coffee maker"", ""Long term stays allowed"", ""Conditioner"", ""Kitchen"", ""First aid kit"", ""Freezer"", ""High chair"", ""Hot water"", ""Cooking basics"", ""Stove"", ""Wifi"", ""Private entrance"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Wine glasses"", ""Lockbox""]",$209.00,96,24,0,2020-12-25,2024-04-02,4.89,4.92,4.85,4.89,4.99,4.93,4.75,2.34,brisbane
46932401,3384506,within an hour,100%,97%,Kelvin Grove - Herston,-27.445202,153.011063,Entire rental unit,Entire home/apt,2,1 bath,1.0,"[""Fire extinguisher"", ""Microwave"", ""Shared backyard \u2013 Fully fenced"", ""AC - split type ductless system"", ""Dishes and silverware"", ""Dining table"", ""Free street parking"", ""Single level home"", ""Cleaning products"", ""Clothing storage: wardrobe"", ""Hangers"", ""Hair dryer"", ""Body soap"", ""Dishwasher"", ""50 inch HDTV with Netflix"", ""Luggage dropoff allowed"", ""Bed linens"", ""Smart lock"", ""Free washer \u2013 In unit"", ""Pack \u2019n play/Travel crib - available upon request"", ""Hot water kettle"", ""Rice maker"", ""Bosch Induction Cooktop induction stove"", ""Smoke alarm"", ""Self check-in"", ""Iron"", ""Extra pillows and blankets"", ""Toaster"", ""Coffee"", ""Samsung refrigerator"", ""Shower gel"", ""Essentials"", ""Exterior security cameras on property"", ""Shampoo"", ""Long term stays allowed"", ""Conditioner"", ""Kitchen"", ""First aid kit"", ""Freezer"", ""Heating - split type ductless system"", ""Hot water"", ""Cooking basics"", ""Wifi"", ""Private entrance"", ""Blender"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Standalone high chair - available upon request"", ""Wine glasses""]",$171.00,134,13,1,2020-12-20,2024-04-19,4.91,4.91,4.94,4.93,4.96,4.83,4.86,3.25,brisbane
46932571,3384506,within an hour,100%,97%,New Farm,-27.46587,153.05069,Entire rental unit,Entire home/apt,4,2.5 baths,2.0,"[""Microwave"", ""AC - split type ductless system"", ""Dishes and silverware"", ""Dining table"", ""Outdoor furniture"", ""Cleaning products"", ""Hangers"", ""Folding or convertible high chair - available upon request"", ""Private patio or balcony"", ""Hair dryer"", ""Dishwasher"", ""Free residential garage on premises \u2013 1 space"", ""Electric stove"", ""Bathtub"", ""50 inch HDTV with Netflix"", ""Bed linens"", ""Refrigerator"", ""Shared pool"", ""Free washer \u2013 In unit"", ""Pack \u2019n play/Travel crib - available upon request"", ""Hot water kettle"", ""Smoke alarm"", ""Self check-in"", ""Iron"", ""Toaster"", ""Coffee"", ""Shower gel"", ""Essentials"", ""Exterior security cameras on property"", ""Shampoo"", ""Long term stays allowed"", ""Conditioner"", ""Kitchen"", ""First aid kit"", ""Freezer"", ""Clothing storage: closet"", ""Heating - split type ductless system"", ""Hot water"", ""Ceiling fan"", ""Cooking basics"", ""Wifi"", ""Private entrance"", ""Drying rack for clothing"", ""Free dryer \u2013 In unit"", ""Wine glasses"", ""Lockbox""]",$229.00,46,18,2,2020-12-21,2024-04-22,4.76,4.89,4.7,4.67,4.96,4.96,4.61,1.12,brisbane
47061794,186593401,a few days or more,10%,11%,Spring Hill,-27.45972,153.02657,Private room in rental unit,Private room,2,1 private bath,1.0,"[""Lock on bedroom door"", ""Fire extinguisher"", ""Microwave"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Free street parking"", ""Free parking on premises"", ""Hangers"", ""TV"", ""Paid parking off premises"", ""Hair dryer"", ""Body soap"", ""Bathtub"", ""Children\u2019s books and toys"", ""Bed linens"", ""Refrigerator"", ""Oven"", ""Paid parking on premises"", ""Luggage dropoff allowed"", ""Patio or balcony"", ""Breakfast"", ""Baking sheet"", ""Smoke alarm"", ""Heating"", ""Dryer"", ""Iron"", ""Extra pillows and blankets"", ""Smoking allowed"", ""Shower gel"", ""Essentials"", ""Coffee maker"", ""Shampoo"", ""Long term stays allowed"", ""Conditioner"", ""Kitchen"", ""First aid kit"", ""Washer"", ""Hot water"", ""Cooking basics"", ""Stove"", ""Air conditioning"", ""Wifi"", ""Room-darkening shades"", ""Dedicated workspace"", ""Barbecue utensils"", ""Pool""]",$80.00,2,1,1,2022-07-14,2024-04-20,5.0,4.5,5.0,5.0,5.0,5.0,5.0,0.09,brisbane
47081832,298208017,within an hour,100%,96%,Fairfield - Dutton Park,-27.49991,153.02557,Entire home,Entire home/apt,8,4.5 baths,4.0,"[""Microwave"", ""Dishes and silverware"", ""Free street parking"", ""Free parking on premises"", ""Hangers"", ""TV"", ""Hair dryer"", ""Bed linens"", ""Patio or balcony"", ""General brand refrigerator"", ""Smoke alarm"", ""General brand conditioner"", ""Self check-in"", ""Iron"", ""Keypad"", ""Shower gel"", ""Essentials"", ""Shampoo"", ""Kitchen"", ""Washer"", ""Stainless steel oven"", ""Cooking basics"", ""Stove"", ""Air conditioning"", ""Wifi"", ""Private entrance"", ""General brand body soap"", ""Backyard"", ""Dedicated workspace""]",$346.00,21,4,0,2021-02-14,2024-01-01,4.48,4.29,4.33,4.81,4.81,4.52,4.33,0.53,brisbane
47100080,101266731,within an hour,100%,94%,Carina,-27.49342,153.08618,Private room in home,Private room,4,1 private bath,2.0,"[""Outdoor furniture"", ""Dishes and silverware"", ""Free street parking"", ""Cleaning products"", ""Clothing storage: wardrobe"", ""Free parking on premises"", ""Hangers"", ""Private patio or balcony"", ""Body soap"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Bed linens"", ""Refrigerator"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""Iron"", ""Extra pillows and blankets"", ""Essentials"", ""Portable fans"", ""Long term stays allowed"", ""Freezer"", ""Washer"", ""35 inch TV"", ""Hot water"", ""Ceiling fan"", ""Wifi"", ""Private entrance"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Lockbox""]",$120.00,104,27,3,2020-12-30,2024-05-05,4.72,4.8,4.72,4.88,4.94,4.73,4.81,2.54,brisbane
47125938,78924442,within an hour,100%,98%,Fortitude Valley,-27.46113,153.03171,Entire rental unit,Entire home/apt,2,1 bath,1.0,"[""Microwave"", ""Dishes and silverware"", ""Dining table"", ""Single level home"", ""Free parking on premises"", ""Hangers"", ""TV"", ""Paid parking off premises"", ""Hair dryer"", ""Body soap"", ""Bathtub"", ""Oven"", ""Bed linens"", ""Refrigerator"", ""Pack \u2019n play/Travel crib - available upon request"", ""Patio or balcony"", ""Hot water kettle"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""Clothing storage"", ""Dryer"", ""Iron"", ""Toaster"", ""Shower gel"", ""Essentials"", ""Shampoo"", ""Gym"", ""Long term stays allowed"", ""Conditioner"", ""Kitchen"", ""Freezer"", ""High chair"", ""Washer"", ""Hot water"", ""Cooking basics"", ""Stove"", ""Shared sauna"", ""Air conditioning"", ""Wifi"", ""Wine glasses"", ""Pool"", ""Lockbox""]",$120.00,139,40,4,2020-12-23,2024-04-21,4.71,4.76,4.55,4.83,4.95,4.94,4.71,3.38,brisbane
47126944,78924442,within an hour,100%,98%,Spring Hill,-27.46167,153.03032,Entire rental unit,Entire home/apt,2,1 bath,1.0,"[""Microwave"", ""Dishes and silverware"", ""Single level home"", ""Laundromat nearby"", ""Hangers"", ""TV"", ""Hair dryer"", ""Body soap"", ""Bathtub"", ""Bed linens"", ""Pack \u2019n play/Travel crib - available upon request"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""Paid parking lot off premises"", ""Dryer"", ""Iron"", ""Shower gel"", ""Essentials"", ""Shampoo"", ""Gym"", ""Long term stays allowed"", ""Conditioner"", ""High chair"", ""Washer"", ""Mini fridge"", ""Hot water"", ""Cooking basics"", ""Air conditioning"", ""Wifi"", ""Private entrance"", ""Dedicated workspace"", ""Pool"", ""Lockbox""]",$121.00,173,49,2,2021-01-09,2024-04-23,4.69,4.74,4.6,4.8,4.85,4.89,4.7,4.26,brisbane
47156726,372701854,within an hour,100%,80%,Moreton Island,-27.17833,153.374,Entire home,Entire home/apt,8,3.5 baths,4.0,"[""Fire extinguisher"", ""Sea view"", ""Microwave"", ""Private pool"", ""Outdoor furniture"", ""Dishes and silverware"", ""Dining table"", ""Carbon monoxide alarm"", ""Free street parking"", ""Beach essentials"", ""Cleaning products"", ""Free parking on premises"", ""Hangers"", ""TV"", ""Children\u2019s dinnerware"", ""Clothing storage: walk-in closet, wardrobe, and dresser"", ""Body soap"", ""Hair dryer"", ""Dishwasher"", ""Private patio or balcony"", ""Bathtub"", ""Game console: Xbox 360"", ""Bed linens"", ""Refrigerator"", ""Oven"", ""Kayak"", ""Board games"", ""BBQ grill"", ""Hot water kettle"", ""Beach view"", ""Baking sheet"", ""Smoke alarm"", ""Ping pong table"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Changing table"", ""Self check-in"", ""Children\u2019s books and toys for ages 2-5 years old, 5-10 years old, and 10+ years old"", ""Private backyard \u2013 Not fully fenced"", ""Outdoor dining area"", ""Iron"", ""Extra pillows and blankets"", ""Barbecue utensils"", ""Waterfront"", ""Toaster"", ""Books and reading material"", ""Coffee"", ""Resort view"", ""Bay view"", ""Essentials"", ""Portable fans"", ""Exterior security cameras on property"", ""Kitchen"", ""First aid kit"", ""Coffee maker: espresso machine"", ""Washer"", ""High chair"", ""Mini fridge"", ""Crib - always at the listing"", ""Hot water"", ""Ocean view"", ""Ceiling fan"", ""Resort access"", ""Cooking basics"", ""Stove"", ""Beach access \u2013 Beachfront"", ""Air conditioning"", ""Private entrance"", ""Outdoor shower"", ""Pool view"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Baby safety gates"", ""Wine glasses"", ""Lockbox""]",$595.00,46,12,2,2021-01-10,2024-04-28,4.96,4.89,4.93,5.0,4.96,5.0,4.83,1.13,brisbane
47168108,35345357,within an hour,100%,99%,South Brisbane,-27.4745,153.01487,Entire rental unit,Entire home/apt,2,1 bath,1.0,"[""Microwave"", ""Elevator"", ""Dishes and silverware"", ""Dining table"", ""Single level home"", ""Free parking on premises"", ""Hangers"", ""TV"", ""Hair dryer"", ""Dishwasher"", ""Oven"", ""Bed linens"", ""Refrigerator"", ""Patio or balcony"", ""Hot water kettle"", ""Smoke alarm"", ""Heating"", ""Dryer"", ""Iron"", ""Toaster"", ""Shower gel"", ""Essentials"", ""Shampoo"", ""Gym"", ""Long term stays allowed"", ""Kitchen"", ""Washer"", ""Hot water"", ""Stove"", ""Air conditioning"", ""Wifi"", ""Dedicated workspace"", ""Wine glasses"", ""Pool""]",$151.00,124,41,0,2021-02-23,2024-03-25,4.48,4.62,4.48,4.11,4.76,4.77,4.48,3.17,brisbane
47208200,171514999,within an hour,100%,79%,Toowong,-27.48259,152.99243,Entire home,Entire home/apt,6,2 baths,2.0,"[""Microwave"", ""Outdoor furniture"", ""Dishes and silverware"", ""Dining table"", ""Carbon monoxide alarm"", ""Free carport on premises \u2013 2 spaces"", ""Free street parking"", ""Cleaning products"", ""Clothing storage: wardrobe"", ""Hangers"", ""Fast wifi \u2013 68 Mbps"", ""TV"", ""Private patio or balcony"", ""Body soap"", ""Central air conditioning"", ""Dishwasher"", ""Bathtub"", ""Oven"", ""Bed linens"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Board games"", ""Hot water kettle"", ""Rice maker"", ""Smoke alarm"", ""Self check-in"", ""City skyline view"", ""Heating"", ""Bluetooth sound system"", ""Outdoor dining area"", ""Iron"", ""Extra pillows and blankets"", ""Toaster"", ""Books and reading material"", ""Shower gel"", ""Essentials"", ""Portable fans"", ""Shampoo"", ""Exterior security cameras on property"", ""Private backyard \u2013 Fully fenced"", ""Long term stays allowed"", ""Kitchen"", ""First aid kit"", ""Hot water"", ""Ceiling fan"", ""Cooking basics"", ""Stove"", ""Private entrance"", ""Free washer"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Lockbox""]",$205.00,21,1,1,2022-06-21,2024-04-09,4.95,4.95,4.9,4.95,5.0,4.9,4.86,0.91,brisbane
