id,host_id,host_response_time,host_response_rate,host_acceptance_rate,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,beds,amenities,price,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,Location
948744380374384436,310538520,within an hour,100%,100%,Bethany,-34.561648549593706,138.9413938686325,Entire cottage,Entire home/apt,6,2 baths,3.0,[],$620.00,2,2,1,2023-10-22,2023-12-09,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0.91,barossa_valley_sa
952574205712839591,433259545,within an hour,100%,98%,Kapunda,-34.34264417283384,138.90664243963965,Entire home,Entire home/apt,2,1 bath,1.0,[],$213.00,3,3,0,2023-10-02,2023-10-21,5.0,5.0,4.67,5.0,5.0,5.0,5.0,1.05,barossa_valley_sa
957085024735396327,242373446,within an hour,100%,100%,Nuriootpa,-34.46858673835492,138.97140292090313,Entire home,Entire home/apt,8,1 bath,4.0,[],$367.00,6,6,1,2023-08-19,2023-12-11,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.38,barossa_valley_sa
967590351355732949,255507745,within an hour,100%,100%,Angaston,-34.54525293677,139.02693730603053,Private room in bed and breakfast,Private room,6,3 baths,3.0,[],$900.00,1,1,1,2023-12-10,2023-12-10,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,barossa_valley_sa
972941681209040047,460856186,within an hour,100%,100%,Altona,-34.584710908401945,138.93139143997203,Entire chalet,Entire home/apt,3,1 bath,2.0,[],$123.00,9,9,5,2023-10-05,2023-12-14,4.56,4.56,4.33,4.44,4.89,4.78,4.33,3.25,barossa_valley_sa
975934999387755594,508456368,within an hour,100%,99%,Tanunda,-34.528923464803945,138.95034956582484,Entire home,Entire home/apt,6,1 bath,4.0,[],$331.00,3,3,1,2023-09-18,2023-11-28,5.0,4.67,5.0,5.0,5.0,5.0,5.0,0.9,barossa_valley_sa
977004901009773218,536209653,within an hour,100%,100%,Tanunda,-34.516768063054286,138.97629303795068,Entire home,Entire home/apt,6,2 baths,3.0,[],$395.00,3,3,1,2023-10-30,2023-12-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.55,barossa_valley_sa
999912323894291900,153563625,within an hour,99%,99%,Tanunda,-34.5295957182562,138.950766073916,Entire cabin,Entire home/apt,3,1 bath,2.0,[],$317.00,3,3,0,2023-10-29,2023-11-06,5.0,4.67,4.67,5.0,5.0,5.0,4.33,1.53,barossa_valley_sa
1010623846026567076,106191354,within an hour,100%,100%,Tanunda,-34.5238337,138.9543159,Entire home,Entire home/apt,6,1 bath,4.0,[],$238.00,2,2,0,2023-11-11,2023-11-18,5.0,5.0,5.0,5.0,5.0,5.0,4.5,1.3,barossa_valley_sa
1016101024799491344,153563625,within an hour,99%,99%,Tanunda,-34.52995337714412,138.95094004343636,Entire cabin,Entire home/apt,6,1 bath,3.0,[],$347.00,2,2,2,2023-12-15,2023-12-16,5.0,4.5,4.0,5.0,5.0,5.0,3.5,2.0,barossa_valley_sa
1029497109163159205,547498994,within an hour,90%,90%,Tanunda,-34.519038175309,138.96215694655766,Entire home,Entire home/apt,6,2 baths,3.0,[],$402.00,1,1,1,2023-11-30,2023-11-30,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,barossa_valley_sa
