id,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,beds,amenities,price,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,Location
712653625088641336,22742955,2014-10-20,"Dunsborough, Australia",within an hour,94%,100%,f,t,t,BUSSELTON,-33.61926,115.09319,Entire home,Entire home/apt,6,2 baths,6.0,[],$380.00,3,2,1,2022-11-21,2023-12-05,5.0,5.0,4.67,5.0,5.0,4.33,4.33,28,28,0,0,0.23,wa
48128810,114112409,2017-01-31,"Margaret River, Australia",within an hour,100%,99%,t,t,t,AUGUSTA-MARGARET RIVER,-33.94741,115.07488,Entire townhouse,Entire home/apt,6,3.5 baths,3.0,[],$520.00,115,31,2,2021-05-09,2023-12-11,4.97,4.98,4.97,4.98,4.98,5.0,4.81,3,3,0,0,3.6,wa
4796054,17749267,2014-07-07,"Margaret River, Australia",within an hour,100%,100%,f,t,t,AUGUSTA-MARGARET RIVER,-33.94929,115.07243,Entire rental unit,Entire home/apt,6,2.5 baths,3.0,[],$757.00,340,93,6,2015-01-25,2023-12-09,4.63,4.78,4.64,4.85,4.75,4.91,4.56,11,11,0,0,3.13,wa
23547071,15360130,2014-05-11,"Busselton, Australia",within an hour,92%,93%,t,t,t,BUSSELTON,-33.621638,115.118389,Entire home,Entire home/apt,8,2 baths,6.0,[],$292.00,63,16,2,2018-06-10,2023-12-09,4.78,4.83,4.59,4.94,4.75,4.92,4.53,86,86,0,0,0.93,wa
27878492,115257197,2017-02-06,"Yallingup, Australia",within an hour,100%,100%,t,t,t,BUSSELTON,-33.60799,115.10717,Entire home,Entire home/apt,9,2 baths,7.0,[],$620.00,38,6,0,2018-12-02,2023-10-07,4.87,4.95,4.82,5.0,4.97,4.97,4.68,16,16,0,0,0.62,wa
53628947,362486665,2020-08-14,"Palmyra, Australia",within an hour,100%,100%,t,t,t,MURRAY,-32.710880928626786,116.06967341386704,Entire home,Entire home/apt,8,2.5 baths,5.0,[],$206.00,101,54,1,2022-02-20,2023-12-18,4.92,4.95,4.88,4.95,4.92,4.92,4.81,1,1,0,0,4.5,wa
1033120808632725608,157230313,2017-11-03,"Perth, Australia",within an hour,97%,99%,f,t,t,PERTH,-31.95614735981146,115.86498840913325,Entire rental unit,Entire home/apt,2,1 bath,1.0,[],$176.00,1,1,1,2023-12-09,2023-12-09,5.0,5.0,5.0,5.0,5.0,5.0,5.0,60,60,0,0,1.0,wa
21479794,115988510,2017-02-11,"Scarborough, Australia",within an hour,100%,100%,t,t,t,STIRLING,-31.88772,115.76279,Entire rental unit,Entire home/apt,2,1 bath,1.0,[],$140.00,49,4,0,2017-11-18,2023-08-30,4.69,4.73,4.61,4.9,4.86,4.82,4.69,2,1,1,0,0.66,wa
28554076,215488589,2018-09-15,"South Fremantle, Australia",within an hour,100%,100%,t,t,t,FREMANTLE,-32.07081,115.75458,Entire guesthouse,Entire home/apt,2,1 bath,1.0,[],$271.00,318,121,5,2018-09-29,2023-12-15,4.92,4.92,4.93,4.95,4.97,4.98,4.86,1,1,0,0,4.99,wa
31600507,235591081,2019-01-10,"Yallingup, Australia",within an hour,94%,100%,t,t,t,BUSSELTON,-33.63198,115.05299,Entire chalet,Entire home/apt,10,2 baths,8.0,[],"$1,056.00",104,23,3,2019-01-22,2023-12-22,4.7,4.72,4.59,4.93,4.86,4.9,4.53,3,3,0,0,1.74,wa
